pc_time,ts_ms,lat,lon,height_mm,velN,velE,velD,fixType,numSV,counter
2011-10-03T14:57:27.036448,0,48.9504114,8.4872580,270016,-2819.4000000,2011.6000000,-54.6000000,3,13,0
2011-10-03T14:57:27.136448,100,48.9504086,8.4872610,270023,-2805.0000000,1999.6000000,-55.4000000,3,13,1
2011-10-03T14:57:27.236448,200,48.9504061,8.4872637,270029,-2786.6000000,1987.5000000,-52.7000000,3,13,2
2011-10-03T14:57:27.336448,300,48.9504037,8.4872663,270034,-2767.6000000,1973.7000000,-47.6000000,3,13,3
2011-10-03T14:57:27.436448,400,48.9504009,8.4872693,270039,-2747.7000000,1957.4000000,-46.2000000,3,13,4
2011-10-03T14:57:27.536448,500,48.9503985,8.4872719,270044,-2723.7000000,1939.2000000,-49.3000000,3,13,5
2011-10-03T14:57:27.636448,600,48.9503961,8.4872745,270051,-2699.7000000,1921.7000000,-47.4000000,3,13,6
2011-10-03T14:57:27.736448,700,48.9503934,8.4872774,270058,-2672.3000000,1902.0000000,-48.2000000,3,13,7
2011-10-03T14:57:27.836448,800,48.9503910,8.4872799,270064,-2647.5000000,1885.1000000,-52.1000000,3,13,8
2011-10-03T14:57:27.936448,900,48.9503885,8.4872827,270070,-2618.1000000,1866.5000000,-50.7000000,3,13,9
2011-10-03T14:57:28.036448,1000,48.9503861,8.4872852,270075,-2592.8000000,1848.0000000,-49.8000000,3,13,10
2011-10-03T14:57:28.136448,1100,48.9503838,8.4872877,270082,-2568.6000000,1828.3000000,-53.5000000,3,13,11
2011-10-03T14:57:28.236448,1200,48.9503813,8.4872904,270088,-2540.8000000,1809.8000000,-50.3000000,3,13,12
2011-10-03T14:57:28.336448,1300,48.9503791,8.4872929,270093,-2514.1000000,1789.7000000,-45.7000000,3,13,13
2011-10-03T14:57:28.436448,1400,48.9503768,8.4872953,270099,-2487.4000000,1770.2000000,-47.5000000,3,13,14
2011-10-03T14:57:28.536448,1500,48.9503744,8.4872979,270104,-2457.1000000,1757.1000000,-50.5000000,3,13,15
2011-10-03T14:57:28.636448,1600,48.9503722,8.4873003,270109,-2429.9000000,1742.8000000,-49.2000000,3,13,16
2011-10-03T14:57:28.736448,1700,48.9503701,8.4873026,270113,-2405.4000000,1725.3000000,-47.4000000,3,13,17
2011-10-03T14:57:28.836448,1800,48.9503677,8.4873052,270119,-2380.1000000,1703.7000000,-46.7000000,3,13,18
2011-10-03T14:57:28.936448,1900,48.9503656,8.4873075,270123,-2356.3000000,1684.0000000,-43.6000000,3,13,19
2011-10-03T14:57:29.036448,2000,48.9503633,8.4873100,270127,-2330.4000000,1665.7000000,-42.7000000,3,13,20
2011-10-03T14:57:29.136448,2100,48.9503613,8.4873122,270131,-2305.7000000,1650.2000000,-42.0000000,3,13,21
2011-10-03T14:57:29.236448,2200,48.9503592,8.4873144,270136,-2280.7000000,1633.4000000,-45.8000000,3,13,22
2011-10-03T14:57:29.336448,2300,48.9503570,8.4873169,270141,-2253.8000000,1613.6000000,-50.0000000,3,13,23
2011-10-03T14:57:29.436448,2400,48.9503550,8.4873190,270147,-2228.7000000,1598.9000000,-51.6000000,3,13,24
