pc_time,ts_ms,gyroX,gyroY,gyroZ,accelX,accelY,accelZ
2011-10-03T14:34:18.654292,0,1.082080,-0.790136,-23.628500,-0.052449,-0.417488,1.011942
2011-10-03T14:34:18.664292,10,1.022227,-0.870263,-23.670406,-0.053297,-0.412931,1.009758
2011-10-03T14:34:18.674292,20,0.962374,-0.950390,-23.712312,-0.054145,-0.408375,1.007574
2011-10-03T14:34:18.684292,30,0.902522,-1.030517,-23.754218,-0.054994,-0.403818,1.005389
2011-10-03T14:34:18.694292,40,0.842669,-1.110644,-23.796124,-0.055842,-0.399262,1.003205
2011-10-03T14:34:18.704292,50,0.782817,-1.190771,-23.838031,-0.056690,-0.394705,1.001021
2011-10-03T14:34:18.714292,60,0.722964,-1.270898,-23.879937,-0.057538,-0.390149,0.998837
2011-10-03T14:34:18.724292,70,0.663112,-1.351025,-23.921843,-0.058386,-0.385592,0.996653
2011-10-03T14:34:18.734292,80,0.603259,-1.431152,-23.963749,-0.059234,-0.381036,0.994468
2011-10-03T14:34:18.744292,90,0.543406,-1.511279,-24.005655,-0.060082,-0.376479,0.992284
2011-10-03T14:34:18.754292,100,0.483554,-1.591406,-24.047561,-0.060930,-0.371923,0.990100
2011-10-03T14:34:18.764292,110,0.637922,-1.667028,-24.118933,-0.059652,-0.376132,0.992958
2011-10-03T14:34:18.774292,120,0.794847,-1.742597,-24.190656,-0.058349,-0.380445,0.995876
2011-10-03T14:34:18.784292,130,0.951771,-1.818165,-24.262379,-0.057045,-0.384759,0.998793
2011-10-03T14:34:18.794292,140,1.108696,-1.893734,-24.334102,-0.055742,-0.389073,1.001711
2011-10-03T14:34:18.804292,150,1.265620,-1.969302,-24.405826,-0.054438,-0.393386,1.004629
2011-10-03T14:34:18.814292,160,1.422545,-2.044870,-24.477549,-0.053134,-0.397700,1.007547
2011-10-03T14:34:18.824292,170,1.579469,-2.120439,-24.549272,-0.051831,-0.402013,1.010465
2011-10-03T14:34:18.834292,180,1.736394,-2.196007,-24.620995,-0.050527,-0.406327,1.013383
2011-10-03T14:34:18.844292,190,1.893319,-2.271576,-24.692718,-0.049224,-0.410640,1.016301
2011-10-03T14:34:18.854292,200,2.050243,-2.347144,-24.764442,-0.047920,-0.414954,1.019219
2011-10-03T14:34:18.864292,210,2.207168,-2.422713,-24.836165,-0.046616,-0.419268,1.022136
2011-10-03T14:34:18.874292,220,2.009462,-2.428356,-24.870167,-0.046717,-0.418609,1.021665
2011-10-03T14:34:18.884292,230,1.808568,-2.433370,-24.903830,-0.046830,-0.417906,1.021163
2011-10-03T14:34:18.894292,240,1.607674,-2.438385,-24.937493,-0.046942,-0.417203,1.020661
2011-10-03T14:34:18.904292,250,1.406780,-2.443399,-24.971157,-0.047055,-0.416500,1.020159
2011-10-03T14:34:18.914292,260,1.205886,-2.448414,-25.004820,-0.047168,-0.415797,1.019657
2011-10-03T14:34:18.924292,270,1.004991,-2.453428,-25.038483,-0.047281,-0.415094,1.019155
2011-10-03T14:34:18.934292,280,0.804097,-2.458442,-25.072146,-0.047394,-0.414391,1.018653
2011-10-03T14:34:18.944292,290,0.603203,-2.463457,-25.105810,-0.047507,-0.413688,1.018151
2011-10-03T14:34:18.954292,300,0.402309,-2.468471,-25.139473,-0.047619,-0.412985,1.017649
2011-10-03T14:34:18.964292,310,0.201479,-2.473440,-25.173143,-0.047731,-0.412283,1.017150
2011-10-03T14:34:18.974292,320,0.109286,-2.399793,-25.219506,-0.046399,-0.412886,1.022908
2011-10-03T14:34:18.984292,330,0.017093,-2.326147,-25.265868,-0.045066,-0.413490,1.028666
2011-10-03T14:34:18.994292,340,-0.075100,-2.252500,-25.312231,-0.043733,-0.414093,1.034424
2011-10-03T14:34:19.004292,350,-0.167293,-2.178854,-25.358593,-0.042401,-0.414696,1.040182
2011-10-03T14:34:19.014292,360,-0.259486,-2.105207,-25.404956,-0.041068,-0.415300,1.045939
2011-10-03T14:34:19.024292,370,-0.351679,-2.031561,-25.451319,-0.039736,-0.415903,1.051697
2011-10-03T14:34:19.034292,380,-0.443872,-1.957915,-25.497681,-0.038403,-0.416506,1.057455
2011-10-03T14:34:19.044292,390,-0.536065,-1.884268,-25.544044,-0.037070,-0.417109,1.063213
2011-10-03T14:34:19.054292,400,-0.628258,-1.810622,-25.590406,-0.035738,-0.417713,1.068971
2011-10-03T14:34:19.064292,410,-0.720450,-1.736975,-25.636769,-0.034405,-0.418316,1.074729
2011-10-03T14:34:19.074292,420,-0.812120,-1.663253,-25.683080,-0.033079,-0.418926,1.080465
2011-10-03T14:34:19.084292,430,-0.642785,-1.551990,-25.703931,-0.035193,-0.423073,1.075662
2011-10-03T14:34:19.094292,440,-0.473450,-1.440727,-25.724782,-0.037306,-0.427220,1.070860
2011-10-03T14:34:19.104292,450,-0.304115,-1.329463,-25.745633,-0.039420,-0.431367,1.066057
2011-10-03T14:34:19.114292,460,-0.134781,-1.218200,-25.766484,-0.041533,-0.435514,1.061254
2011-10-03T14:34:19.124292,470,0.034554,-1.106937,-25.787335,-0.043646,-0.439661,1.056451
2011-10-03T14:34:19.134292,480,0.203889,-0.995673,-25.808186,-0.045760,-0.443808,1.051648
2011-10-03T14:34:19.144292,490,0.373223,-0.884410,-25.829037,-0.047873,-0.447954,1.046845
2011-10-03T14:34:19.154292,500,0.542558,-0.773147,-25.849888,-0.049986,-0.452101,1.042042
2011-10-03T14:34:19.164292,510,0.711893,-0.661883,-25.870739,-0.052100,-0.456248,1.037240
2011-10-03T14:34:19.174292,520,0.879159,-0.551719,-25.891360,-0.054193,-0.460321,1.032466
2011-10-03T14:34:19.184292,530,0.843791,-0.549241,-25.889489,-0.054362,-0.457137,1.030584
2011-10-03T14:34:19.194292,540,0.808423,-0.546762,-25.887619,-0.054530,-0.453952,1.028703
2011-10-03T14:34:19.204292,550,0.773054,-0.544283,-25.885748,-0.054699,-0.450768,1.026821
2011-10-03T14:34:19.214292,560,0.737686,-0.541804,-25.883878,-0.054867,-0.447584,1.024939
2011-10-03T14:34:19.224292,570,0.702318,-0.539326,-25.882007,-0.055036,-0.444399,1.023057
2011-10-03T14:34:19.234292,580,0.666950,-0.536847,-25.880137,-0.055204,-0.441215,1.021175
2011-10-03T14:34:19.244292,590,0.631582,-0.534368,-25.878266,-0.055372,-0.438031,1.019293
2011-10-03T14:34:19.254292,600,0.596214,-0.531889,-25.876396,-0.055541,-0.434846,1.017412
2011-10-03T14:34:19.264292,610,0.560846,-0.529411,-25.874525,-0.055709,-0.431662,1.015530
2011-10-03T14:34:19.274292,620,0.525478,-0.526932,-25.872655,-0.055878,-0.428478,1.013648
2011-10-03T14:34:19.284292,630,0.656261,-0.648929,-25.823073,-0.054619,-0.432202,1.015127
2011-10-03T14:34:19.294292,640,0.789317,-0.772630,-25.772839,-0.053342,-0.436021,1.016652
2011-10-03T14:34:19.304292,650,0.922374,-0.896330,-25.722604,-0.052064,-0.439840,1.018177
2011-10-03T14:34:19.314292,660,1.055430,-1.020031,-25.672369,-0.050786,-0.443659,1.019702
2011-10-03T14:34:19.324292,670,1.188486,-1.143731,-25.622135,-0.049508,-0.447478,1.021227
2011-10-03T14:34:19.334292,680,1.321543,-1.267432,-25.571900,-0.048230,-0.451297,1.022752
2011-10-03T14:34:19.344292,690,1.454599,-1.391133,-25.521665,-0.046952,-0.455117,1.024277
2011-10-03T14:34:19.354292,700,1.587656,-1.514833,-25.471431,-0.045674,-0.458936,1.025802
2011-10-03T14:34:19.364292,710,1.720712,-1.638534,-25.421196,-0.044396,-0.462755,1.027326
2011-10-03T14:34:19.374292,720,1.853769,-1.762234,-25.370962,-0.043119,-0.466574,1.028851
2011-10-03T14:34:19.384292,730,1.985050,-1.884810,-25.320804,-0.041849,-0.470306,1.030359
2011-10-03T14:34:19.394292,740,1.927300,-1.887549,-25.278883,-0.041460,-0.464769,1.030006
2011-10-03T14:34:19.404292,750,1.869550,-1.890289,-25.236963,-0.041071,-0.459231,1.029653
2011-10-03T14:34:19.414292,760,1.811800,-1.893028,-25.195042,-0.040682,-0.453694,1.029300
