pc_time,ts_ms,gyroX,gyroY,gyroZ,accelX,accelY,accelZ
2011-09-26T13:29:11.391827,0,-0.107009,0.707731,-2.356884,0.047269,-0.024840,0.987727
2011-09-26T13:29:11.401827,10,-0.095239,0.680320,-2.359363,0.047294,-0.025397,0.987585
2011-09-26T13:29:11.411827,20,-0.083468,0.652909,-2.361842,0.047320,-0.025953,0.987442
2011-09-26T13:29:11.421827,30,-0.071698,0.625498,-2.364321,0.047345,-0.026510,0.987300
2011-09-26T13:29:11.431827,40,-0.059927,0.598087,-2.366800,0.047370,-0.027067,0.987157
2011-09-26T13:29:11.441827,50,-0.048157,0.570676,-2.369279,0.047395,-0.027623,0.987015
2011-09-26T13:29:11.451827,60,-0.036386,0.543265,-2.371757,0.047421,-0.028180,0.986872
2011-09-26T13:29:11.461827,70,-0.024616,0.515854,-2.374236,0.047446,-0.028737,0.986729
2011-09-26T13:29:11.471827,80,-0.012846,0.488442,-2.376715,0.047471,-0.029293,0.986587
2011-09-26T13:29:11.481827,90,-0.001075,0.461031,-2.379194,0.047496,-0.029850,0.986444
2011-09-26T13:29:11.491827,100,0.010695,0.433620,-2.381673,0.047522,-0.030407,0.986302
2011-09-26T13:29:11.501827,110,0.020831,0.400068,-2.384429,0.047719,-0.030765,0.985987
2011-09-26T13:29:11.511827,120,0.030959,0.366489,-2.387185,0.047917,-0.031122,0.985672
2011-09-26T13:29:11.521827,130,0.041087,0.332910,-2.389942,0.048115,-0.031480,0.985356
2011-09-26T13:29:11.531827,140,0.051215,0.299331,-2.392699,0.048313,-0.031837,0.985040
2011-09-26T13:29:11.541827,150,0.061343,0.265752,-2.395456,0.048512,-0.032194,0.984725
2011-09-26T13:29:11.551827,160,0.071471,0.232173,-2.398212,0.048710,-0.032551,0.984409
2011-09-26T13:29:11.561827,170,0.081599,0.198594,-2.400969,0.048908,-0.032909,0.984094
2011-09-26T13:29:11.571827,180,0.091727,0.165015,-2.403726,0.049106,-0.033266,0.983778
2011-09-26T13:29:11.581827,190,0.101855,0.131435,-2.406483,0.049304,-0.033623,0.983462
2011-09-26T13:29:11.591827,200,0.111983,0.097856,-2.409240,0.049502,-0.033980,0.983147
2011-09-26T13:29:11.601827,210,0.138869,0.103071,-2.408835,0.048774,-0.033539,0.983318
2011-09-26T13:29:11.611827,220,0.165818,0.108433,-2.408418,0.048043,-0.033095,0.983490
2011-09-26T13:29:11.621827,230,0.192768,0.113795,-2.408001,0.047311,-0.032651,0.983663
2011-09-26T13:29:11.631827,240,0.219718,0.119156,-2.407585,0.046580,-0.032207,0.983835
2011-09-26T13:29:11.641827,250,0.246668,0.124518,-2.407168,0.045848,-0.031762,0.984008
2011-09-26T13:29:11.651827,260,0.273617,0.129880,-2.406751,0.045117,-0.031318,0.984180
2011-09-26T13:29:11.661827,270,0.300567,0.135242,-2.406334,0.044385,-0.030874,0.984353
2011-09-26T13:29:11.671827,280,0.327517,0.140604,-2.405917,0.043654,-0.030430,0.984525
2011-09-26T13:29:11.681827,290,0.354467,0.145966,-2.405501,0.042922,-0.029985,0.984698
2011-09-26T13:29:11.691827,300,0.381416,0.151328,-2.405084,0.042191,-0.029541,0.984871
2011-09-26T13:29:11.701827,310,0.408366,0.156690,-2.404667,0.041459,-0.029097,0.985043
2011-09-26T13:29:11.711827,320,0.366193,0.123071,-2.404393,0.041601,-0.029352,0.986170
2011-09-26T13:29:11.721827,330,0.323870,0.089368,-2.404120,0.041746,-0.029608,0.987298
2011-09-26T13:29:11.731827,340,0.281546,0.055664,-2.403846,0.041890,-0.029865,0.988427
2011-09-26T13:29:11.741827,350,0.239223,0.021961,-2.403572,0.042034,-0.030122,0.989555
2011-09-26T13:29:11.751827,360,0.196899,-0.011743,-2.403299,0.042178,-0.030378,0.990684
2011-09-26T13:29:11.761827,370,0.154575,-0.045446,-2.403025,0.042322,-0.030635,0.991812
2011-09-26T13:29:11.771827,380,0.112252,-0.079150,-2.402751,0.042467,-0.030891,0.992941
2011-09-26T13:29:11.781827,390,0.069928,-0.112853,-2.402478,0.042611,-0.031148,0.994070
2011-09-26T13:29:11.791827,400,0.027605,-0.146557,-2.402204,0.042755,-0.031404,0.995198
2011-09-26T13:29:11.801827,410,-0.014719,-0.180260,-2.401930,0.042899,-0.031661,0.996327
2011-09-26T13:29:11.811827,420,-0.029401,-0.175930,-2.409103,0.043402,-0.031529,0.998322
2011-09-26T13:29:11.821827,430,-0.043905,-0.171356,-2.416323,0.043907,-0.031395,1.000323
2011-09-26T13:29:11.831827,440,-0.058409,-0.166781,-2.423543,0.044413,-0.031260,1.002324
2011-09-26T13:29:11.841827,450,-0.072914,-0.162206,-2.430764,0.044918,-0.031126,1.004324
2011-09-26T13:29:11.851827,460,-0.087418,-0.157632,-2.437984,0.045423,-0.030992,1.006325
