pc_time,ts_ms,lat,lon,height_mm,velN,velE,velD,fixType,numSV,counter
2011-09-26T14:35:43.505799,0,48.9422143,8.4120250,138659,2532.3000000,7336.8000000,-269.7000000,3,8,0
2011-09-26T14:35:43.605799,100,48.9422168,8.4120362,138695,2516.6000000,7425.6000000,-311.4000000,3,8,1
2011-09-26T14:35:43.705799,200,48.9422190,8.4120465,138739,2521.8000000,7493.8000000,-389.3000000,3,8,2
2011-09-26T14:35:43.805799,300,48.9422212,8.4120569,138781,2512.4000000,7549.0000000,-381.8000000,3,7,3
2011-09-26T14:35:43.905799,400,48.9422236,8.4120683,138816,2496.9000000,7602.4000000,-294.6000000,3,7,4
2011-09-26T14:35:44.005799,500,48.9422259,8.4120788,138843,2485.7000000,7652.8000000,-267.5000000,3,7,5
2011-09-26T14:35:44.105799,600,48.9422281,8.4120893,138873,2482.9000000,7701.4000000,-287.1000000,3,7,6
2011-09-26T14:35:44.205799,700,48.9422305,8.4121010,138911,2484.1000000,7755.3000000,-333.5000000,3,7,7
2011-09-26T14:35:44.305799,800,48.9422327,8.4121116,138949,2465.4000000,7803.1000000,-355.8000000,3,7,8
2011-09-26T14:35:44.405799,900,48.9422349,8.4121224,138985,2451.2000000,7839.1000000,-352.4000000,3,7,9
2011-09-26T14:35:44.505799,1000,48.9422373,8.4121342,139021,2453.7000000,7866.7000000,-317.6000000,3,7,10
2011-09-26T14:35:44.605799,1100,48.9422394,8.4121449,139056,2435.3000000,7890.8000000,-299.0000000,3,7,11
2011-09-26T14:35:44.705799,1200,48.9422417,8.4121568,139093,2403.7000000,7914.1000000,-305.1000000,3,7,12
2011-09-26T14:35:44.805799,1300,48.9422438,8.4121676,139136,2386.0000000,7926.4000000,-318.6000000,3,7,13
2011-09-26T14:35:44.905799,1400,48.9422459,8.4121784,139176,2369.9000000,7931.7000000,-333.7000000,3,7,14
2011-09-26T14:35:45.005799,1500,48.9422482,8.4121902,139221,2345.0000000,7932.9000000,-346.4000000,3,7,15
2011-09-26T14:35:45.105799,1600,48.9422503,8.4122010,139261,2328.6000000,7932.9000000,-347.1000000,3,7,16
2011-09-26T14:35:45.205799,1700,48.9422523,8.4122118,139300,2321.8000000,7925.8000000,-346.5000000,3,7,17
2011-09-26T14:35:45.305799,1800,48.9422540,8.4122204,139331,2305.0000000,7912.0000000,-343.5000000,3,7,18
2011-09-26T14:35:45.405799,1900,48.9422568,8.4122343,139381,2282.5000000,7888.1000000,-316.6000000,3,7,19
2011-09-26T14:35:45.505799,2000,48.9422591,8.4122461,139420,2278.0000000,7866.0000000,-296.2000000,3,7,20
2011-09-26T14:35:45.605799,2100,48.9422611,8.4122567,139457,2264.1000000,7851.8000000,-330.9000000,3,7,21
2011-09-26T14:35:45.705799,2200,48.9422632,8.4122674,139500,2225.6000000,7835.2000000,-368.6000000,3,6,22
2011-09-26T14:35:45.805799,2300,48.9422652,8.4122780,139540,2196.2000000,7810.0000000,-367.8000000,3,6,23
2011-09-26T14:35:45.905799,2400,48.9422674,8.4122896,139578,2196.9000000,7774.4000000,-313.7000000,3,6,24
2011-09-26T14:35:46.005799,2500,48.9422694,8.4123002,139614,2178.0000000,7750.7000000,-336.5000000,3,6,25
2011-09-26T14:35:46.105799,2600,48.9422713,8.4123107,139654,2155.2000000,7732.4000000,-379.8000000,3,6,26
2011-09-26T14:35:46.205799,2700,48.9422735,8.4123222,139701,2145.6000000,7704.8000000,-392.9000000,3,6,27
2011-09-26T14:35:46.305799,2800,48.9422754,8.4123327,139738,2149.3000000,7670.9000000,-362.4000000,3,6,28
2011-09-26T14:35:46.405799,2900,48.9422774,8.4123431,139774,2151.0000000,7640.7000000,-335.6000000,3,6,29
2011-09-26T14:35:46.505799,3000,48.9422796,8.4123543,139814,2152.0000000,7610.9000000,-305.2000000,3,6,30
2011-09-26T14:35:46.605799,3100,48.9422817,8.4123640,139872,2151.7000000,7587.8000000,-324.3000000,3,6,31
2011-09-26T14:35:46.705799,3200,48.9422840,8.4123750,139927,2163.8000000,7551.3000000,-353.9000000,3,6,32
2011-09-26T14:35:46.805799,3300,48.9422861,8.4123848,139982,2168.9000000,7522.0000000,-366.3000000,3,6,33
2011-09-26T14:35:46.905799,3400,48.9422881,8.4123948,140028,2159.5000000,7494.6000000,-343.4000000,3,6,34
2011-09-26T14:35:47.005799,3500,48.9422902,8.4124047,140073,2166.1000000,7452.7000000,-350.4000000,3,6,35
2011-09-26T14:35:47.105799,3600,48.9422924,8.4124155,140125,2172.9000000,7394.9000000,-371.0000000,3,5,36
2011-09-26T14:35:47.205799,3700,48.9422944,8.4124253,140169,2163.9000000,7336.6000000,-359.9000000,3,5,37
2011-09-26T14:35:47.305799,3800,48.9422966,8.4124360,140213,2148.6000000,7270.3000000,-331.8000000,3,5,38
2011-09-26T14:35:47.405799,3900,48.9422986,8.4124457,140249,2132.0000000,7206.5000000,-316.3000000,3,5,39
2011-09-26T14:35:47.505799,4000,48.9423006,8.4124553,140286,2118.5000000,7138.6000000,-313.5000000,3,5,40
2011-09-26T14:35:47.605799,4100,48.9423027,8.4124658,140326,2111.9000000,7060.7000000,-323.6000000,3,6,41
2011-09-26T14:35:47.705799,4200,48.9423046,8.4124752,140362,2106.3000000,6990.9000000,-329.3000000,3,6,42
2011-09-26T14:35:47.805799,4300,48.9423065,8.4124845,140398,2101.5000000,6918.3000000,-328.8000000,3,6,43
2011-09-26T14:35:47.905799,4400,48.9423086,8.4124947,140437,2101.6000000,6832.8000000,-327.2000000,3,6,44
2011-09-26T14:35:48.005799,4500,48.9423106,8.4125038,140475,2108.7000000,6753.0000000,-313.9000000,3,6,45
2011-09-26T14:35:48.105799,4600,48.9423127,8.4125132,140511,2117.5000000,6670.4000000,-293.6000000,3,7,46
2011-09-26T14:35:48.205799,4700,48.9423148,8.4125226,140548,2126.3000000,6587.7000000,-273.4000000,3,7,47
