pc_time,ts_ms,lat,lon,height_mm,velN,velE,velD,fixType,numSV,counter
2011-09-30T11:54:39.239671,0,49.0495196,8.3965962,113025,5374.6000000,-904.5000000,58.4000000,3,9,0
2011-09-30T11:54:39.339671,100,49.0495244,8.3965950,113018,5354.6000000,-920.3000000,58.0000000,3,9,1
2011-09-30T11:54:39.439671,200,49.0495297,8.3965935,113012,5328.2000000,-945.9000000,49.4000000,3,9,2
2011-09-30T11:54:39.539671,300,49.0495345,8.3965922,113013,5311.2000000,-940.7000000,44.3000000,3,9,3
2011-09-30T11:54:39.639671,400,49.0495392,8.3965909,113013,5304.7000000,-934.2000000,58.3000000,3,8,4
2011-09-30T11:54:39.739671,500,49.0495445,8.3965894,113009,5351.8000000,-952.0000000,63.7000000,3,8,5
2011-09-30T11:54:39.839671,600,49.0495494,8.3965880,113008,5414.5000000,-983.6000000,52.8000000,3,8,6
2011-09-30T11:54:39.939671,700,49.0495548,8.3965864,113011,5491.9000000,-1013.6000000,22.8000000,3,8,7
2011-09-30T11:54:40.039671,800,49.0495597,8.3965849,113019,5559.5000000,-1035.4000000,10.3000000,3,8,8
2011-09-30T11:54:40.139671,900,49.0495653,8.3965833,113021,5634.3000000,-1064.5000000,27.1000000,3,7,9
2011-09-30T11:54:40.239671,1000,49.0495704,8.3965818,113021,5711.4000000,-1095.8000000,55.4000000,3,7,10
2011-09-30T11:54:40.339671,1100,49.0495756,8.3965802,113018,5803.0000000,-1122.8000000,67.0000000,3,7,11
2011-09-30T11:54:40.439671,1200,49.0495814,8.3965784,113017,5929.0000000,-1153.5000000,43.6000000,3,7,12
2011-09-30T11:54:40.539671,1300,49.0495868,8.3965768,113022,6059.8000000,-1194.4000000,-13.8000000,3,8,13
2011-09-30T11:54:40.639671,1400,49.0495929,8.3965749,113033,6206.3000000,-1226.2000000,-56.3000000,3,8,14
2011-09-30T11:54:40.739671,1500,49.0495986,8.3965732,113041,6321.1000000,-1253.4000000,-48.0000000,3,8,15
2011-09-30T11:54:40.839671,1600,49.0496044,8.3965714,113040,6431.6000000,-1291.5000000,44.5000000,3,8,16
2011-09-30T11:54:40.939671,1700,49.0496108,8.3965693,113020,6572.0000000,-1343.9000000,187.4000000,3,8,17
2011-09-30T11:54:41.039671,1800,49.0496169,8.3965675,112998,6732.4000000,-1355.1000000,234.4000000,3,7,18
2011-09-30T11:54:41.139671,1900,49.0496237,8.3965654,112983,6932.6000000,-1380.1000000,127.5000000,3,7,19
2011-09-30T11:54:41.239671,2000,49.0496301,8.3965636,112978,7112.7000000,-1427.6000000,20.0000000,3,7,20
2011-09-30T11:54:41.339671,2100,49.0496373,8.3965615,112968,7283.4000000,-1473.7000000,58.0000000,3,7,21
2011-09-30T11:54:41.439671,2200,49.0496439,8.3965595,112953,7434.4000000,-1500.4000000,134.1000000,3,7,22
2011-09-30T11:54:41.539671,2300,49.0496507,8.3965575,112931,7589.2000000,-1525.2000000,206.0000000,3,7,23
2011-09-30T11:54:41.639671,2400,49.0496584,8.3965552,112903,7766.2000000,-1568.9000000,245.3000000,3,7,24
2011-09-30T11:54:41.739671,2500,49.0496654,8.3965532,112875,7923.1000000,-1611.7000000,253.8000000,3,7,25
2011-09-30T11:54:41.839671,2600,49.0496734,8.3965509,112850,8092.7000000,-1614.8000000,216.4000000,3,7,26
2011-09-30T11:54:41.939671,2700,49.0496807,8.3965489,112832,8249.5000000,-1615.4000000,192.2000000,3,7,27
2011-09-30T11:54:42.039671,2800,49.0496890,8.3965466,112812,8410.6000000,-1673.1000000,184.4000000,3,7,28
2011-09-30T11:54:42.139671,2900,49.0496966,8.3965444,112804,8566.0000000,-1690.4000000,96.3000000,3,7,29
2011-09-30T11:54:42.239671,3000,49.0497044,8.3965422,112801,8709.6000000,-1705.2000000,37.1000000,3,7,30
2011-09-30T11:54:42.339671,3100,49.0497131,8.3965397,112799,8844.2000000,-1739.3000000,46.6000000,3,7,31
2011-09-30T11:54:42.439671,3200,49.0497212,8.3965374,112796,8957.3000000,-1776.0000000,59.4000000,3,7,32
2011-09-30T11:54:42.539671,3300,49.0497303,8.3965348,112793,9075.0000000,-1799.0000000,33.7000000,3,7,33
2011-09-30T11:54:42.639671,3400,49.0497385,8.3965324,112794,9168.5000000,-1808.3000000,-5.6000000,3,7,34
2011-09-30T11:54:42.739671,3500,49.0497477,8.3965297,112794,9260.3000000,-1811.1000000,-14.4000000,3,7,35
