pc_time,ts_ms,gyroX,gyroY,gyroZ,accelX,accelY,accelZ
2011-09-26T14:05:36.012555,0,-1.136671,-1.685406,-24.698559,0.075817,-0.158298,1.056935
2011-09-26T14:05:36.022555,10,-1.188099,-1.598891,-24.681048,0.075297,-0.156885,1.053262
2011-09-26T14:05:36.032555,20,-1.239527,-1.512375,-24.663538,0.074777,-0.155473,1.049590
2011-09-26T14:05:36.042555,30,-1.290956,-1.425860,-24.646028,0.074256,-0.154061,1.045917
2011-09-26T14:05:36.052555,40,-1.342384,-1.339345,-24.628517,0.073736,-0.152648,1.042245
2011-09-26T14:05:36.062555,50,-1.393813,-1.252830,-24.611007,0.073215,-0.151236,1.038572
2011-09-26T14:05:36.072555,60,-1.445241,-1.166314,-24.593497,0.072695,-0.149823,1.034900
2011-09-26T14:05:36.082555,70,-1.496669,-1.079799,-24.575986,0.072175,-0.148411,1.031227
2011-09-26T14:05:36.092555,80,-1.548098,-0.993284,-24.558476,0.071654,-0.146999,1.027555
2011-09-26T14:05:36.102555,90,-1.599526,-0.906768,-24.540965,0.071134,-0.145586,1.023882
2011-09-26T14:05:36.112555,100,-1.650954,-0.820253,-24.523455,0.070614,-0.144174,1.020210
2011-09-26T14:05:36.122555,110,-1.702383,-0.733738,-24.505945,0.070093,-0.142762,1.016537
2011-09-26T14:05:36.132555,120,-1.742341,-0.678290,-24.579815,0.070244,-0.144152,1.018949
2011-09-26T14:05:36.142555,130,-1.782258,-0.622955,-24.654016,0.070396,-0.145552,1.021383
2011-09-26T14:05:36.152555,140,-1.822175,-0.567621,-24.728218,0.070549,-0.146953,1.023816
2011-09-26T14:05:36.162555,150,-1.862092,-0.512286,-24.802419,0.070702,-0.148353,1.026250
2011-09-26T14:05:36.172555,160,-1.902009,-0.456951,-24.876621,0.070854,-0.149754,1.028684
2011-09-26T14:05:36.182555,170,-1.941925,-0.401616,-24.950822,0.071007,-0.151154,1.031117
2011-09-26T14:05:36.192555,180,-1.981842,-0.346281,-25.025024,0.071160,-0.152554,1.033551
2011-09-26T14:05:36.202555,190,-2.021759,-0.290946,-25.099225,0.071312,-0.153955,1.035985
2011-09-26T14:05:36.212555,200,-2.061676,-0.235611,-25.173427,0.071465,-0.155355,1.038418
2011-09-26T14:05:36.222555,210,-2.101574,-0.180290,-25.247614,0.071617,-0.156758,1.040851
2011-09-26T14:05:36.232555,220,-2.109463,-0.149075,-25.297346,0.070358,-0.161481,1.041238
2011-09-26T14:05:36.242555,230,-2.117351,-0.117859,-25.347078,0.069099,-0.166205,1.041626
2011-09-26T14:05:36.252555,240,-2.125240,-0.086643,-25.396809,0.067840,-0.170929,1.042013
2011-09-26T14:05:36.262555,250,-2.133129,-0.055427,-25.446541,0.066581,-0.175653,1.042400
2011-09-26T14:05:36.272555,260,-2.141018,-0.024211,-25.496273,0.065322,-0.180376,1.042787
2011-09-26T14:05:36.282555,270,-2.148906,0.007004,-25.546005,0.064063,-0.185100,1.043175
2011-09-26T14:05:36.292555,280,-2.156795,0.038220,-25.595737,0.062804,-0.189824,1.043562
2011-09-26T14:05:36.302555,290,-2.164684,0.069436,-25.645469,0.061545,-0.194548,1.043949
2011-09-26T14:05:36.312555,300,-2.172573,0.100652,-25.695200,0.060286,-0.199271,1.044337
2011-09-26T14:05:36.322555,310,-2.180462,0.131868,-25.744932,0.059027,-0.203995,1.044724
2011-09-26T14:05:36.332555,320,-2.188350,0.163083,-25.794664,0.057768,-0.208719,1.045111
2011-09-26T14:05:36.342555,330,-1.822675,0.227843,-25.797721,0.057209,-0.212790,1.042465
2011-09-26T14:05:36.352555,340,-1.456359,0.292660,-25.800698,0.056652,-0.216860,1.039813
2011-09-26T14:05:36.362555,350,-1.090044,0.357477,-25.803675,0.056094,-0.220930,1.037162
2011-09-26T14:05:36.372555,360,-0.723729,0.422293,-25.806652,0.055536,-0.225000,1.034510
2011-09-26T14:05:36.382555,370,-0.357414,0.487110,-25.809629,0.054979,-0.229070,1.031859
2011-09-26T14:05:36.392555,380,0.008901,0.551927,-25.812606,0.054421,-0.233140,1.029207
2011-09-26T14:05:36.402555,390,0.375217,0.616744,-25.815583,0.053863,-0.237211,1.026556
2011-09-26T14:05:36.412555,400,0.741532,0.681561,-25.818559,0.053306,-0.241281,1.023904
2011-09-26T14:05:36.422555,410,1.107847,0.746378,-25.821536,0.052748,-0.245351,1.021253
2011-09-26T14:05:36.432555,420,1.474162,0.811194,-25.824513,0.052190,-0.249421,1.018601
2011-09-26T14:05:36.442555,430,1.562727,0.749870,-25.785991,0.053199,-0.245156,1.010714
2011-09-26T14:05:36.452555,440,1.645793,0.686049,-25.746648,0.054240,-0.240726,1.002724
2011-09-26T14:05:36.462555,450,1.728860,0.622229,-25.707304,0.055280,-0.236296,0.994733
2011-09-26T14:05:36.472555,460,1.811926,0.558408,-25.667961,0.056320,-0.231866,0.986742
2011-09-26T14:05:36.482555,470,1.894993,0.494587,-25.628618,0.057361,-0.227435,0.978752
2011-09-26T14:05:36.492555,480,1.978060,0.430766,-25.589274,0.058401,-0.223005,0.970761
2011-09-26T14:05:36.502555,490,2.061126,0.366945,-25.549931,0.059441,-0.218575,0.962770
2011-09-26T14:05:36.512555,500,2.144193,0.303124,-25.510587,0.060482,-0.214145,0.954780
2011-09-26T14:05:36.522555,510,2.227259,0.239303,-25.471244,0.061522,-0.209715,0.946789
2011-09-26T14:05:36.532555,520,2.310326,0.175482,-25.431900,0.062562,-0.205285,0.938799
2011-09-26T14:05:36.542555,530,2.310680,0.085216,-25.436625,0.062976,-0.199359,0.938174
2011-09-26T14:05:36.552555,540,2.310198,-0.005317,-25.441794,0.063383,-0.193418,0.937624
2011-09-26T14:05:36.562555,550,2.309716,-0.095850,-25.446964,0.063791,-0.187477,0.937074
2011-09-26T14:05:36.572555,560,2.309234,-0.186384,-25.452134,0.064198,-0.181536,0.936524
2011-09-26T14:05:36.582555,570,2.308752,-0.276917,-25.457304,0.064606,-0.175595,0.935974
2011-09-26T14:05:36.592555,580,2.308270,-0.367451,-25.462473,0.065013,-0.169654,0.935424
2011-09-26T14:05:36.602555,590,2.307788,-0.457984,-25.467643,0.065420,-0.163713,0.934874
2011-09-26T14:05:36.612555,600,2.307305,-0.548517,-25.472813,0.065828,-0.157772,0.934324
2011-09-26T14:05:36.622555,610,2.306823,-0.639051,-25.477983,0.066235,-0.151831,0.933774
2011-09-26T14:05:36.632555,620,2.306341,-0.729584,-25.483152,0.066643,-0.145890,0.933224
2011-09-26T14:05:36.642555,630,2.305859,-0.820118,-25.488322,0.067050,-0.139949,0.932674
2011-09-26T14:05:36.652555,640,1.851862,-0.835997,-25.409938,0.070100,-0.140250,0.937509
2011-09-26T14:05:36.662555,650,1.395080,-0.851418,-25.331041,0.073166,-0.140589,0.942377
2011-09-26T14:05:36.672555,660,0.938298,-0.866839,-25.252144,0.076232,-0.140929,0.947246
2011-09-26T14:05:36.682555,670,0.481515,-0.882261,-25.173247,0.079298,-0.141268,0.952114
2011-09-26T14:05:36.692555,680,0.024733,-0.897682,-25.094350,0.082364,-0.141607,0.956983
2011-09-26T14:05:36.702555,690,-0.432049,-0.913103,-25.015453,0.085430,-0.141946,0.961851
2011-09-26T14:05:36.712555,700,-0.888831,-0.928524,-24.936556,0.088496,-0.142286,0.966720
2011-09-26T14:05:36.722555,710,-1.345613,-0.943945,-24.857659,0.091562,-0.142625,0.971588
2011-09-26T14:05:36.732555,720,-1.802396,-0.959366,-24.778762,0.094628,-0.142964,0.976457
2011-09-26T14:05:36.742555,730,-2.259178,-0.974787,-24.699864,0.097694,-0.143303,0.981325
2011-09-26T14:05:36.752555,740,-2.295648,-0.935767,-24.567016,0.095214,-0.147899,0.990064
2011-09-26T14:05:36.762555,750,-2.329194,-0.896368,-24.433793,0.092695,-0.152525,0.998829
2011-09-26T14:05:36.772555,760,-2.362740,-0.856969,-24.300569,0.090176,-0.157150,1.007595
2011-09-26T14:05:36.782555,770,-2.396285,-0.817570,-24.167346,0.087657,-0.161776,1.016360
2011-09-26T14:05:36.792555,780,-2.429831,-0.778171,-24.034123,0.085138,-0.166402,1.025126
2011-09-26T14:05:36.802555,790,-2.463377,-0.738772,-23.900899,0.082619,-0.171027,1.033891
2011-09-26T14:05:36.812555,800,-2.496923,-0.699373,-23.767676,0.080100,-0.175653,1.042657
2011-09-26T14:05:36.822555,810,-2.530469,-0.659974,-23.634452,0.077582,-0.180278,1.051422
2011-09-26T14:05:36.832555,820,-2.564015,-0.620575,-23.501229,0.075063,-0.184904,1.060188
2011-09-26T14:05:36.842555,830,-2.597561,-0.581176,-23.368005,0.072544,-0.189529,1.068953
2011-09-26T14:05:36.852555,840,-2.298071,-0.606753,-23.233330,0.070205,-0.192001,1.067526
2011-09-26T14:05:36.862555,850,-1.997374,-0.632567,-23.098649,0.067867,-0.194465,1.066061
2011-09-26T14:05:36.872555,860,-1.696677,-0.658380,-22.963968,0.065528,-0.196928,1.064596
2011-09-26T14:05:36.882555,870,-1.395980,-0.684193,-22.829287,0.063190,-0.199392,1.063132
2011-09-26T14:05:36.892555,880,-1.095282,-0.710006,-22.694606,0.060852,-0.201856,1.061667
2011-09-26T14:05:36.902555,890,-0.794585,-0.735820,-22.559925,0.058514,-0.204320,1.060202
2011-09-26T14:05:36.912555,900,-0.493888,-0.761633,-22.425244,0.056176,-0.206783,1.058738
2011-09-26T14:05:36.922555,910,-0.193191,-0.787446,-22.290563,0.053838,-0.209247,1.057273
2011-09-26T14:05:36.932555,920,0.107506,-0.813260,-22.155883,0.051499,-0.211711,1.055808
2011-09-26T14:05:36.942555,930,0.408204,-0.839073,-22.021202,0.049161,-0.214175,1.054344
2011-09-26T14:05:36.952555,940,0.444871,-1.005189,-21.859172,0.049477,-0.210365,1.044177
2011-09-26T14:05:36.962555,950,0.480633,-1.171787,-21.697048,0.049801,-0.206533,1.033980
2011-09-26T14:05:36.972555,960,0.516394,-1.338385,-21.534924,0.050126,-0.202702,1.023783
2011-09-26T14:05:36.982555,970,0.552156,-1.504983,-21.372800,0.050450,-0.198871,1.013586
2011-09-26T14:05:36.992555,980,0.587918,-1.671581,-21.210676,0.050774,-0.195039,1.003389
2011-09-26T14:05:37.002555,990,0.623680,-1.838178,-21.048552,0.051099,-0.191208,0.993192
2011-09-26T14:05:37.012555,1000,0.659441,-2.004776,-20.886428,0.051423,-0.187377,0.982995
2011-09-26T14:05:37.022555,1010,0.695203,-2.171374,-20.724304,0.051748,-0.183545,0.972798
2011-09-26T14:05:37.032555,1020,0.730965,-2.337972,-20.562180,0.052072,-0.179714,0.962601
