pc_time,ts_ms,lat,lon,height_mm,velN,velE,velD,fixType,numSV,counter
2011-09-26T14:05:36.012555,0,49.0323945,8.3428780,112348,4571.6000000,520.5000000,84.0000000,3,8,0
2011-09-26T14:05:36.112555,100,49.0323990,8.3428791,112350,4625.7000000,753.5000000,61.7000000,3,8,1
2011-09-26T14:05:36.212555,200,49.0324032,8.3428804,112348,4670.8000000,936.2000000,31.0000000,3,8,2
2011-09-26T14:05:36.312555,300,49.0324079,8.3428821,112351,4690.7000000,1178.6000000,3.6000000,3,8,3
2011-09-26T14:05:36.412555,400,49.0324120,8.3428841,112362,4679.5000000,1449.8000000,-47.5000000,3,8,4
2011-09-26T14:05:36.512555,500,49.0324162,8.3428863,112372,4660.3000000,1713.0000000,-3.5000000,3,8,5
2011-09-26T14:05:36.612555,600,49.0324208,8.3428891,112361,4661.5000000,1948.4000000,81.5000000,3,8,6
2011-09-26T14:05:36.712555,700,49.0324250,8.3428919,112348,4678.1000000,2138.9000000,120.5000000,3,9,7
2011-09-26T14:05:36.812555,800,49.0324291,8.3428951,112340,4663.7000000,2360.7000000,85.4000000,3,9,8
2011-09-26T14:05:36.912555,900,49.0324332,8.3428986,112330,4608.0000000,2611.6000000,14.6000000,3,9,9
2011-09-26T14:05:37.012555,1000,49.0324377,8.3429028,112315,4543.6000000,2856.6000000,19.4000000,3,9,10
2011-09-26T14:05:37.112555,1100,49.0324417,8.3429069,112297,4483.8000000,3057.1000000,112.5000000,3,9,11
2011-09-26T14:05:37.212555,1200,49.0324461,8.3429116,112271,4485.8000000,3212.0000000,164.9000000,3,9,12
2011-09-26T14:05:37.312555,1300,49.0324501,8.3429161,112262,4497.6000000,3371.7000000,83.6000000,3,9,13
2011-09-26T14:05:37.412555,1400,49.0324541,8.3429207,112279,4488.8000000,3553.3000000,-43.6000000,3,9,14
2011-09-26T14:05:37.512555,1500,49.0324584,8.3429261,112313,4462.5000000,3740.1000000,-169.2000000,3,9,15
2011-09-26T14:05:37.612555,1600,49.0324624,8.3429312,112349,4415.0000000,3916.1000000,-162.4000000,3,9,16
2011-09-26T14:05:37.712555,1700,49.0324663,8.3429366,112370,4398.5000000,4052.3000000,-90.7000000,3,9,17
2011-09-26T14:05:37.812555,1800,49.0324703,8.3429421,112379,4404.9000000,4172.0000000,-33.5000000,3,9,18
