pc_time,ts_ms,gyroX,gyroY,gyroZ,accelX,accelY,accelZ
2011-09-29T13:54:59.995847,0,-0.330020,0.454101,-0.356404,0.018925,0.047511,1.001167
2011-09-29T13:55:00.005847,10,-0.362731,0.466062,-0.336566,0.017328,0.045237,1.000546
2011-09-29T13:55:00.015847,20,-0.395443,0.478023,-0.316728,0.015731,0.042964,0.999925
2011-09-29T13:55:00.025847,30,-0.428154,0.489984,-0.296890,0.014134,0.040691,0.999304
2011-09-29T13:55:00.035847,40,-0.460866,0.501944,-0.277051,0.012537,0.038418,0.998683
2011-09-29T13:55:00.045847,50,-0.493577,0.513905,-0.257213,0.010941,0.036145,0.998062
2011-09-29T13:55:00.055847,60,-0.526288,0.525866,-0.237375,0.009344,0.033872,0.997441
2011-09-29T13:55:00.065847,70,-0.559000,0.537827,-0.217537,0.007747,0.031598,0.996820
2011-09-29T13:55:00.075847,80,-0.591711,0.549788,-0.197698,0.006150,0.029325,0.996199
2011-09-29T13:55:00.085847,90,-0.624423,0.561748,-0.177860,0.004553,0.027052,0.995578
2011-09-29T13:55:00.095847,100,-0.657134,0.573709,-0.158022,0.002957,0.024779,0.994957
2011-09-29T13:55:00.105847,110,-0.689734,0.585560,-0.138059,0.001364,0.022510,0.994342
2011-09-29T13:55:00.115847,120,-0.691468,0.566831,-0.083561,0.000857,0.021548,0.995124
2011-09-29T13:55:00.125847,130,-0.693202,0.548103,-0.029062,0.000350,0.020585,0.995906
2011-09-29T13:55:00.135847,140,-0.694936,0.529374,0.025436,-0.000156,0.019623,0.996688
2011-09-29T13:55:00.145847,150,-0.696670,0.510645,0.079934,-0.000663,0.018660,0.997470
2011-09-29T13:55:00.155847,160,-0.698404,0.491917,0.134433,-0.001170,0.017698,0.998252
2011-09-29T13:55:00.165847,170,-0.700138,0.473188,0.188931,-0.001677,0.016735,0.999034
2011-09-29T13:55:00.175847,180,-0.701872,0.454459,0.243430,-0.002183,0.015773,0.999816
2011-09-29T13:55:00.185847,190,-0.703606,0.435731,0.297928,-0.002690,0.014810,1.000598
2011-09-29T13:55:00.195847,200,-0.705340,0.417002,0.352427,-0.003197,0.013848,1.001380
2011-09-29T13:55:00.205847,210,-0.706907,0.398367,0.406802,-0.003702,0.012890,1.002162
2011-09-29T13:55:00.215847,220,-0.610102,0.435094,0.388490,-0.003384,0.014963,1.003422
2011-09-29T13:55:00.225847,230,-0.513296,0.471822,0.370178,-0.003066,0.017035,1.004681
2011-09-29T13:55:00.235847,240,-0.416490,0.508549,0.351865,-0.002749,0.019108,1.005940
2011-09-29T13:55:00.245847,250,-0.319684,0.545276,0.333553,-0.002431,0.021180,1.007199
2011-09-29T13:55:00.255847,260,-0.222879,0.582004,0.315240,-0.002113,0.023253,1.008459
2011-09-29T13:55:00.265847,270,-0.126073,0.618731,0.296928,-0.001795,0.025325,1.009718
2011-09-29T13:55:00.275847,280,-0.029267,0.655458,0.278615,-0.001478,0.027398,1.010977
2011-09-29T13:55:00.285847,290,0.067539,0.692186,0.260303,-0.001160,0.029470,1.012236
2011-09-29T13:55:00.295847,300,0.164345,0.728913,0.241990,-0.000842,0.031543,1.013496
2011-09-29T13:55:00.305847,310,0.261150,0.765641,0.223678,-0.000524,0.033615,1.014755
