pc_time,ts_ms,gyroX,gyroY,gyroZ,accelX,accelY,accelZ
2011-09-26T13:14:14.274189,0,-1.058345,-0.688082,-0.293695,-0.026436,0.032784,0.999870
2011-09-26T13:14:14.284189,10,-1.095296,-0.679988,-0.286904,-0.027455,0.032215,1.000822
2011-09-26T13:14:14.294189,20,-1.132247,-0.671895,-0.280113,-0.028475,0.031646,1.001774
2011-09-26T13:14:14.304189,30,-1.169198,-0.663801,-0.273323,-0.029494,0.031077,1.002726
2011-09-26T13:14:14.314189,40,-1.206149,-0.655707,-0.266532,-0.030513,0.030508,1.003679
2011-09-26T13:14:14.324189,50,-1.243100,-0.647614,-0.259741,-0.031532,0.029939,1.004631
2011-09-26T13:14:14.334189,60,-1.280051,-0.639520,-0.252950,-0.032551,0.029370,1.005583
2011-09-26T13:14:14.344189,70,-1.317002,-0.631427,-0.246159,-0.033571,0.028801,1.006535
2011-09-26T13:14:14.354189,80,-1.353953,-0.623333,-0.239369,-0.034590,0.028232,1.007487
2011-09-26T13:14:14.364189,90,-1.390904,-0.615239,-0.232578,-0.035609,0.027663,1.008440
2011-09-26T13:14:14.374189,100,-1.427480,-0.607176,-0.225829,-0.036622,0.027094,1.009393
2011-09-26T13:14:14.384189,110,-1.326134,-0.610344,-0.234505,-0.035214,0.026562,1.010748
2011-09-26T13:14:14.394189,120,-1.224789,-0.613512,-0.243181,-0.033805,0.026031,1.012104
2011-09-26T13:14:14.404189,130,-1.123443,-0.616680,-0.251856,-0.032397,0.025500,1.013459
2011-09-26T13:14:14.414189,140,-1.022097,-0.619848,-0.260532,-0.030989,0.024969,1.014814
2011-09-26T13:14:14.424189,150,-0.920752,-0.623016,-0.269208,-0.029581,0.024437,1.016169
2011-09-26T13:14:14.434189,160,-0.819406,-0.626184,-0.277884,-0.028173,0.023906,1.017525
2011-09-26T13:14:14.444189,170,-0.718060,-0.629352,-0.286560,-0.026764,0.023375,1.018880
2011-09-26T13:14:14.454189,180,-0.616715,-0.632520,-0.295236,-0.025356,0.022843,1.020235
2011-09-26T13:14:14.464189,190,-0.515369,-0.635688,-0.303912,-0.023948,0.022312,1.021591
2011-09-26T13:14:14.474189,200,-0.414023,-0.638856,-0.312588,-0.022540,0.021781,1.022946
2011-09-26T13:14:14.484189,210,-0.312994,-0.641929,-0.321210,-0.021145,0.021260,1.024290
2011-09-26T13:14:14.494189,220,-0.299770,-0.618519,-0.315030,-0.023469,0.023540,1.022624
2011-09-26T13:14:14.504189,230,-0.286546,-0.595110,-0.308850,-0.025793,0.025821,1.020958
2011-09-26T13:14:14.514189,240,-0.273321,-0.571700,-0.302671,-0.028117,0.028101,1.019291
2011-09-26T13:14:14.524189,250,-0.260097,-0.548290,-0.296491,-0.030440,0.030382,1.017625
2011-09-26T13:14:14.534189,260,-0.246873,-0.524880,-0.290311,-0.032764,0.032663,1.015958
2011-09-26T13:14:14.544189,270,-0.233649,-0.501470,-0.284131,-0.035088,0.034943,1.014292
2011-09-26T13:14:14.554189,280,-0.220425,-0.478060,-0.277951,-0.037412,0.037224,1.012625
2011-09-26T13:14:14.564189,290,-0.207201,-0.454651,-0.271771,-0.039736,0.039504,1.010959
2011-09-26T13:14:14.574189,300,-0.193977,-0.431241,-0.265592,-0.042060,0.041785,1.009293
2011-09-26T13:14:14.584189,310,-0.180753,-0.407831,-0.259412,-0.044384,0.044065,1.007626
2011-09-26T13:14:14.594189,320,-0.083551,-0.380779,-0.264908,-0.041174,0.040834,1.010012
2011-09-26T13:14:14.604189,330,0.013887,-0.353717,-0.270438,-0.037949,0.037587,1.012409
2011-09-26T13:14:14.614189,340,0.111325,-0.326655,-0.275967,-0.034723,0.034340,1.014806
2011-09-26T13:14:14.624189,350,0.208763,-0.299592,-0.281497,-0.031498,0.031093,1.017203
2011-09-26T13:14:14.634189,360,0.306201,-0.272530,-0.287026,-0.028272,0.027846,1.019600
2011-09-26T13:14:14.644189,370,0.403639,-0.245468,-0.292556,-0.025047,0.024599,1.021997
2011-09-26T13:14:14.654189,380,0.501077,-0.218406,-0.298085,-0.021821,0.021352,1.024394
2011-09-26T13:14:14.664189,390,0.598515,-0.191343,-0.303614,-0.018596,0.018105,1.026791
2011-09-26T13:14:14.674189,400,0.695953,-0.164281,-0.309144,-0.015370,0.014858,1.029188
2011-09-26T13:14:14.684189,410,0.793391,-0.137219,-0.314673,-0.012145,0.011611,1.031585
2011-09-26T13:14:14.694189,420,0.851805,-0.104490,-0.301595,-0.013628,0.011901,1.028478
2011-09-26T13:14:14.704189,430,0.910031,-0.071733,-0.288427,-0.015134,0.012207,1.025345
2011-09-26T13:14:14.714189,440,0.968258,-0.038976,-0.275259,-0.016640,0.012513,1.022212
2011-09-26T13:14:14.724189,450,1.026484,-0.006220,-0.262091,-0.018146,0.012820,1.019078
2011-09-26T13:14:14.734189,460,1.084710,0.026537,-0.248922,-0.019652,0.013126,1.015945
2011-09-26T13:14:14.744189,470,1.142936,0.059294,-0.235754,-0.021158,0.013433,1.012812
