pc_time,ts_ms,lat,lon,height_mm,velN,velE,velD,fixType,numSV,counter
2011-09-26T13:08:24.969505,0,49.0093478,8.4371344,114456,-2930.2000000,10286.9000000,75.0000000,3,7,0
2011-09-26T13:08:25.069505,100,49.0093449,8.4371499,114453,-2919.7000000,10304.2000000,36.8000000,3,7,1
2011-09-26T13:08:25.169505,200,49.0093423,8.4371641,114458,-2895.2000000,10327.8000000,-18.8000000,3,7,2
2011-09-26T13:08:25.269505,300,49.0093396,8.4371782,114462,-2905.6000000,10325.2000000,-5.6000000,3,7,3
2011-09-26T13:08:25.369505,400,49.0093367,8.4371937,114461,-2912.7000000,10314.2000000,29.1000000,3,7,4
2011-09-26T13:08:25.469505,500,49.0093341,8.4372077,114457,-2910.3000000,10299.3000000,55.6000000,3,7,5
2011-09-26T13:08:25.569505,600,49.0093312,8.4372232,114451,-2907.2000000,10280.0000000,70.6000000,3,7,6
2011-09-26T13:08:25.669505,700,49.0093286,8.4372373,114443,-2895.5000000,10263.4000000,75.0000000,3,7,7
2011-09-26T13:08:25.769505,800,49.0093261,8.4372515,114434,-2882.8000000,10242.2000000,60.9000000,3,8,8
2011-09-26T13:08:25.869505,900,49.0093234,8.4372672,114426,-2870.3000000,10227.2000000,47.1000000,3,8,9
2011-09-26T13:08:25.969505,1000,49.0093208,8.4372813,114423,-2863.4000000,10204.0000000,35.2000000,3,8,10
2011-09-26T13:08:26.069505,1100,49.0093180,8.4372953,114427,-2860.6000000,10176.3000000,30.9000000,3,8,11
2011-09-26T13:08:26.169505,1200,49.0093150,8.4373107,114426,-2848.2000000,10142.2000000,47.9000000,3,8,12
2011-09-26T13:08:26.269505,1300,49.0093123,8.4373246,114426,-2853.5000000,10111.2000000,51.0000000,3,8,13
2011-09-26T13:08:26.369505,1400,49.0093096,8.4373384,114427,-2849.9000000,10086.2000000,36.4000000,3,8,14
2011-09-26T13:08:26.469505,1500,49.0093067,8.4373536,114427,-2838.6000000,10053.5000000,36.3000000,3,8,15
2011-09-26T13:08:26.569505,1600,49.0093040,8.4373673,114425,-2836.2000000,10018.9000000,47.3000000,3,8,16
2011-09-26T13:08:26.669505,1700,49.0093014,8.4373810,114422,-2840.4000000,9984.1000000,56.6000000,3,8,17
2011-09-26T13:08:26.769505,1800,49.0092985,8.4373960,114419,-2815.2000000,9939.3000000,62.5000000,3,6,18
2011-09-26T13:08:26.869505,1900,49.0092959,8.4374096,114413,-2803.0000000,9894.6000000,81.6000000,3,6,19
2011-09-26T13:08:26.969505,2000,49.0092933,8.4374231,114407,-2802.1000000,9853.1000000,71.0000000,3,6,20
2011-09-26T13:08:27.069505,2100,49.0092906,8.4374379,114407,-2771.6000000,9843.1000000,20.3000000,3,6,21
2011-09-26T13:08:27.169505,2200,49.0092880,8.4374514,114411,-2765.2000000,9833.7000000,29.2000000,3,6,22
2011-09-26T13:08:27.269505,2300,49.0092855,8.4374648,114408,-2773.5000000,9822.1000000,61.2000000,3,8,23
2011-09-26T13:08:27.369505,2400,49.0092827,8.4374795,114405,-2771.9000000,9820.3000000,73.2000000,3,8,24
2011-09-26T13:08:27.469505,2500,49.0092797,8.4374929,114398,-2779.6000000,9820.3000000,85.6000000,3,8,25
2011-09-26T13:08:27.569505,2600,49.0092772,8.4375064,114408,-2779.8000000,9831.8000000,100.1000000,3,8,26
2011-09-26T13:08:27.669505,2700,49.0092744,8.4375213,114423,-2780.2000000,9863.0000000,86.2000000,3,8,27
2011-09-26T13:08:27.769505,2800,49.0092718,8.4375349,114434,-2781.9000000,9893.7000000,53.5000000,3,8,28
2011-09-26T13:08:27.869505,2900,49.0092688,8.4375486,114452,-2789.4000000,9918.5000000,51.8000000,3,8,29
2011-09-26T13:08:27.969505,3000,49.0092661,8.4375637,114460,-2800.2000000,9941.6000000,83.2000000,3,8,30
2011-09-26T13:08:28.069505,3100,49.0092636,8.4375774,114465,-2809.5000000,9965.5000000,94.1000000,3,8,31
2011-09-26T13:08:28.169505,3200,49.0092608,8.4375924,114463,-2817.9000000,10000.6000000,82.6000000,3,9,32
2011-09-26T13:08:28.269505,3300,49.0092580,8.4376063,114481,-2822.2000000,10034.8000000,71.8000000,3,9,33
2011-09-26T13:08:28.369505,3400,49.0092553,8.4376202,114488,-2826.6000000,10072.6000000,75.0000000,3,9,34
2011-09-26T13:08:28.469505,3500,49.0092523,8.4376355,114496,-2834.0000000,10118.1000000,86.6000000,3,9,35
2011-09-26T13:08:28.569505,3600,49.0092496,8.4376495,114496,-2845.9000000,10166.4000000,80.8000000,3,9,36
2011-09-26T13:08:28.669505,3700,49.0092469,8.4376634,114494,-2877.2000000,10204.2000000,84.4000000,3,11,37
2011-09-26T13:08:28.769505,3800,49.0092438,8.4376788,114484,-2910.1000000,10242.8000000,98.9000000,3,11,38
2011-09-26T13:08:28.869505,3900,49.0092411,8.4376927,114461,-2955.2000000,10274.5000000,121.2000000,3,11,39
2011-09-26T13:08:28.969505,4000,49.0092384,8.4377067,114441,-3006.1000000,10305.1000000,114.1000000,3,11,40
2011-09-26T13:08:29.069505,4100,49.0092353,8.4377222,114431,-3046.9000000,10352.0000000,99.8000000,3,11,41
2011-09-26T13:08:29.169505,4200,49.0092323,8.4377362,114407,-3092.4000000,10385.3000000,97.9000000,3,12,42
2011-09-26T13:08:29.269505,4300,49.0092292,8.4377503,114390,-3132.9000000,10419.7000000,110.0000000,3,12,43
2011-09-26T13:08:29.369505,4400,49.0092258,8.4377659,114384,-3171.8000000,10455.5000000,126.1000000,3,12,44
2011-09-26T13:08:29.469505,4500,49.0092227,8.4377802,114377,-3219.4000000,10487.5000000,116.8000000,3,12,45
2011-09-26T13:08:29.569505,4600,49.0092196,8.4377945,114373,-3252.7000000,10516.3000000,98.3000000,3,12,46
2011-09-26T13:08:29.669505,4700,49.0092161,8.4378103,114378,-3297.7000000,10531.3000000,87.1000000,3,12,47
2011-09-26T13:08:29.769505,4800,49.0092130,8.4378247,114390,-3316.5000000,10529.3000000,87.5000000,3,12,48
2011-09-26T13:08:29.869505,4900,49.0092099,8.4378391,114402,-3324.1000000,10523.6000000,114.2000000,3,12,49
2011-09-26T13:08:29.969505,5000,49.0092066,8.4378550,114406,-3328.7000000,10533.3000000,78.6000000,3,12,50
2011-09-26T13:08:30.069505,5100,49.0092036,8.4378694,114417,-3322.7000000,10547.5000000,4.3000000,3,12,51
2011-09-26T13:08:30.169505,5200,49.0092006,8.4378839,114429,-3331.4000000,10543.7000000,-3.5000000,3,11,52
2011-09-26T13:08:30.269505,5300,49.0091975,8.4378998,114441,-3354.1000000,10522.2000000,33.8000000,3,11,53
2011-09-26T13:08:30.369505,5400,49.0091946,8.4379143,114452,-3361.8000000,10510.2000000,47.2000000,3,11,54
2011-09-26T13:08:30.469505,5500,49.0091916,8.4379303,114471,-3362.4000000,10505.5000000,40.3000000,3,11,55
2011-09-26T13:08:30.569505,5600,49.0091887,8.4379447,114483,-3350.5000000,10507.1000000,31.4000000,3,11,56
2011-09-26T13:08:30.669505,5700,49.0091859,8.4379592,114502,-3336.1000000,10508.7000000,31.8000000,3,11,57
2011-09-26T13:08:30.769505,5800,49.0091830,8.4379738,114526,-3307.8000000,10513.8000000,40.1000000,3,11,58
2011-09-26T13:08:30.869505,5900,49.0091797,8.4379897,114548,-3284.9000000,10526.2000000,48.2000000,3,11,59
2011-09-26T13:08:30.969505,6000,49.0091768,8.4380042,114571,-3264.9000000,10545.8000000,29.9000000,3,11,60
2011-09-26T13:08:31.069505,6100,49.0091739,8.4380187,114583,-3244.6000000,10560.9000000,33.3000000,3,11,61
2011-09-26T13:08:31.169505,6200,49.0091708,8.4380348,114591,-3222.4000000,10573.4000000,60.8000000,3,11,62
2011-09-26T13:08:31.269505,6300,49.0091679,8.4380495,114598,-3206.4000000,10587.2000000,77.1000000,3,11,63
2011-09-26T13:08:31.369505,6400,49.0091651,8.4380641,114597,-3192.4000000,10608.5000000,66.2000000,3,11,64
2011-09-26T13:08:31.469505,6500,49.0091619,8.4380803,114601,-3178.9000000,10630.3000000,33.4000000,3,11,65
2011-09-26T13:08:31.569505,6600,49.0091591,8.4380950,114606,-3166.4000000,10646.8000000,27.4000000,3,12,66
2011-09-26T13:08:31.669505,6700,49.0091563,8.4381098,114606,-3157.8000000,10668.5000000,16.2000000,3,12,67
2011-09-26T13:08:31.769505,6800,49.0091533,8.4381259,114608,-3146.9000000,10695.1000000,-2.6000000,3,12,68
2011-09-26T13:08:31.869505,6900,49.0091507,8.4381407,114615,-3134.2000000,10717.2000000,-7.7000000,3,12,69
2011-09-26T13:08:31.969505,7000,49.0091480,8.4381554,114616,-3124.8000000,10735.9000000,13.7000000,3,12,70
2011-09-26T13:08:32.069505,7100,49.0091451,8.4381717,114612,-3106.5000000,10757.3000000,39.2000000,3,12,71
2011-09-26T13:08:32.169505,7200,49.0091425,8.4381865,114606,-3092.2000000,10782.5000000,46.7000000,3,12,72
2011-09-26T13:08:32.269505,7300,49.0091396,8.4382028,114594,-3082.5000000,10813.5000000,42.6000000,3,12,73
2011-09-26T13:08:32.369505,7400,49.0091369,8.4382177,114589,-3075.1000000,10840.5000000,39.5000000,3,12,74
2011-09-26T13:08:32.469505,7500,49.0091342,8.4382325,114585,-3072.4000000,10863.5000000,62.8000000,3,12,75
2011-09-26T13:08:32.569505,7600,49.0091312,8.4382489,114580,-3057.6000000,10889.3000000,91.2000000,3,12,76
2011-09-26T13:08:32.669505,7700,49.0091285,8.4382637,114573,-3035.6000000,10915.5000000,104.0000000,3,12,77
2011-09-26T13:08:32.769505,7800,49.0091258,8.4382786,114563,-3013.2000000,10943.6000000,111.3000000,3,12,78
2011-09-26T13:08:32.869505,7900,49.0091228,8.4382951,114553,-2997.0000000,10977.3000000,95.2000000,3,12,79
2011-09-26T13:08:32.969505,8000,49.0091200,8.4383101,114548,-2978.4000000,10997.4000000,70.9000000,3,12,80
2011-09-26T13:08:33.069505,8100,49.0091172,8.4383251,114542,-2965.5000000,10997.2000000,75.7000000,3,11,81
2011-09-26T13:08:33.169505,8200,49.0091142,8.4383417,114536,-2964.4000000,10993.2000000,65.6000000,3,11,82
2011-09-26T13:08:33.269505,8300,49.0091116,8.4383566,114518,-2968.4000000,10982.0000000,47.5000000,3,11,83
2011-09-26T13:08:33.369505,8400,49.0091089,8.4383715,114503,-2973.0000000,10961.2000000,49.0000000,3,11,84
2011-09-26T13:08:33.469505,8500,49.0091060,8.4383878,114485,-2969.1000000,10927.0000000,60.7000000,3,11,85
2011-09-26T13:08:33.569505,8600,49.0091033,8.4384027,114471,-2972.7000000,10905.2000000,65.8000000,3,11,86
2011-09-26T13:08:33.669505,8700,49.0091006,8.4384175,114458,-2973.5000000,10880.9000000,59.8000000,3,11,87
2011-09-26T13:08:33.769505,8800,49.0090977,8.4384338,114445,-2978.5000000,10843.2000000,72.8000000,3,11,88
2011-09-26T13:08:33.869505,8900,49.0090950,8.4384485,114432,-3000.0000000,10802.8000000,79.8000000,3,11,89
2011-09-26T13:08:33.969505,9000,49.0090920,8.4384647,114424,-3016.4000000,10754.7000000,64.2000000,3,12,90
2011-09-26T13:08:34.069505,9100,49.0090893,8.4384793,114418,-3027.8000000,10717.3000000,53.4000000,3,12,91
2011-09-26T13:08:34.169505,9200,49.0090865,8.4384940,114418,-3051.0000000,10682.7000000,22.3000000,3,12,92
2011-09-26T13:08:34.269505,9300,49.0090834,8.4385101,114424,-3069.7000000,10651.4000000,-17.3000000,3,12,93
2011-09-26T13:08:34.369505,9400,49.0090806,8.4385247,114427,-3084.9000000,10630.2000000,-1.6000000,3,12,94
2011-09-26T13:08:34.469505,9500,49.0090778,8.4385392,114427,-3113.6000000,10616.4000000,35.2000000,3,12,95
2011-09-26T13:08:34.569505,9600,49.0090748,8.4385553,114421,-3132.8000000,10609.3000000,60.9000000,3,12,96
2011-09-26T13:08:34.669505,9700,49.0090721,8.4385699,114417,-3143.3000000,10616.4000000,64.8000000,3,12,97
2011-09-26T13:08:34.769505,9800,49.0090695,8.4385846,114421,-3144.5000000,10627.6000000,59.0000000,3,12,98
2011-09-26T13:08:34.869505,9900,49.0090665,8.4386007,114425,-3133.4000000,10645.8000000,58.3000000,3,12,99
2011-09-26T13:08:34.969505,10000,49.0090639,8.4386155,114432,-3116.9000000,10663.9000000,61.5000000,3,10,100
2011-09-26T13:08:35.069505,10100,49.0090612,8.4386303,114435,-3109.5000000,10682.5000000,69.9000000,3,10,101
2011-09-26T13:08:35.169505,10200,49.0090583,8.4386465,114438,-3091.7000000,10696.8000000,59.4000000,3,10,102
2011-09-26T13:08:35.269505,10300,49.0090556,8.4386612,114439,-3086.5000000,10693.5000000,60.9000000,3,10,103
2011-09-26T13:08:35.369505,10400,49.0090529,8.4386760,114444,-3077.0000000,10688.5000000,51.1000000,3,10,104
2011-09-26T13:08:35.469505,10500,49.0090500,8.4386921,114466,-3060.8000000,10679.0000000,43.0000000,3,12,105
2011-09-26T13:08:35.569505,10600,49.0090473,8.4387067,114481,-3045.5000000,10652.5000000,40.5000000,3,12,106
2011-09-26T13:08:35.669505,10700,49.0090448,8.4387213,114497,-3035.6000000,10627.5000000,48.9000000,3,12,107
2011-09-26T13:08:35.769505,10800,49.0090419,8.4387372,114504,-3016.4000000,10599.6000000,50.1000000,3,12,108
2011-09-26T13:08:35.869505,10900,49.0090393,8.4387517,114519,-3009.5000000,10574.4000000,40.8000000,3,12,109
2011-09-26T13:08:35.969505,11000,49.0090367,8.4387662,114528,-3006.9000000,10543.7000000,35.9000000,3,11,110
2011-09-26T13:08:36.069505,11100,49.0090339,8.4387821,114541,-2995.0000000,10513.5000000,17.7000000,3,11,111
2011-09-26T13:08:36.169505,11200,49.0090314,8.4387964,114549,-2985.8000000,10482.5000000,8.3000000,3,11,112
2011-09-26T13:08:36.269505,11300,49.0090288,8.4388107,114556,-2974.4000000,10450.3000000,15.1000000,3,11,113
2011-09-26T13:08:36.369505,11400,49.0090263,8.4388263,114557,-2951.0000000,10410.9000000,42.8000000,3,11,114
2011-09-26T13:08:36.469505,11500,49.0090238,8.4388404,114555,-2940.3000000,10376.0000000,48.1000000,3,10,115
2011-09-26T13:08:36.569505,11600,49.0090212,8.4388559,114556,-2935.7000000,10336.1000000,29.9000000,3,10,116
2011-09-26T13:08:36.669505,11700,49.0090187,8.4388698,114544,-2929.7000000,10299.0000000,31.2000000,3,10,117
2011-09-26T13:08:36.769505,11800,49.0090164,8.4388838,114541,-2926.6000000,10256.5000000,35.0000000,3,10,118
2011-09-26T13:08:36.869505,11900,49.0090137,8.4388991,114539,-2929.5000000,10205.5000000,44.7000000,3,11,119
2011-09-26T13:08:36.969505,12000,49.0090114,8.4389131,114545,-2908.6000000,10155.7000000,74.6000000,3,11,120
2011-09-26T13:08:37.069505,12100,49.0090091,8.4389271,114542,-2890.1000000,10116.9000000,98.4000000,3,11,121
2011-09-26T13:08:37.169505,12200,49.0090065,8.4389423,114542,-2876.3000000,10076.1000000,85.7000000,3,11,122
