pc_time,ts_ms,lat,lon,height_mm,velN,velE,velD,fixType,numSV,counter
2011-10-03T14:34:18.654292,0,49.0067192,8.4893559,122400,-9797.1000000,94.9000000,410.4000000,3,11,0
2011-10-03T14:34:18.754292,100,49.0067104,8.4893554,122361,-9782.8000000,-306.4000000,409.4000000,3,11,1
2011-10-03T14:34:18.854292,200,49.0067007,8.4893542,122318,-9745.1000000,-759.9000000,393.6000000,3,11,2
2011-10-03T14:34:18.954292,300,49.0066920,8.4893526,122281,-9688.2000000,-1175.2000000,381.9000000,3,11,3
2011-10-03T14:34:19.054292,400,49.0066825,8.4893501,122244,-9615.7000000,-1616.7000000,331.7000000,3,11,4
2011-10-03T14:34:19.154292,500,49.0066739,8.4893473,122217,-9518.2000000,-2048.5000000,284.5000000,3,11,5
2011-10-03T14:34:19.254292,600,49.0066655,8.4893438,122192,-9392.4000000,-2469.4000000,260.9000000,3,11,6
2011-10-03T14:34:19.354292,700,49.0066564,8.4893394,122166,-9227.9000000,-2936.7000000,258.0000000,3,11,7
2011-10-03T14:34:19.454292,800,49.0066482,8.4893347,122142,-9062.7000000,-3351.7000000,257.2000000,3,11,8
2011-10-03T14:34:19.554292,900,49.0066402,8.4893296,122120,-8901.2000000,-3725.1000000,229.9000000,3,11,9
2011-10-03T14:34:19.654292,1000,49.0066316,8.4893233,122100,-8701.0000000,-4133.6000000,198.0000000,3,11,10
2011-10-03T14:34:19.754292,1100,49.0066240,8.4893171,122084,-8494.6000000,-4497.4000000,182.8000000,3,11,11
2011-10-03T14:34:19.854292,1200,49.0066159,8.4893097,122066,-8237.4000000,-4899.0000000,179.7000000,3,11,12
2011-10-03T14:34:19.954292,1300,49.0066087,8.4893025,122048,-7976.6000000,-5265.8000000,182.6000000,3,11,13
2011-10-03T14:34:20.054292,1400,49.0066018,8.4892948,122031,-7693.8000000,-5617.9000000,181.5000000,3,11,14
2011-10-03T14:34:20.154292,1500,49.0065945,8.4892858,122013,-7380.9000000,-5978.7000000,178.2000000,3,11,15
2011-10-03T14:34:20.254292,1600,49.0065882,8.4892771,121999,-7078.9000000,-6298.3000000,152.2000000,3,11,16
2011-10-03T14:34:20.354292,1700,49.0065821,8.4892680,121983,-6773.9000000,-6586.8000000,156.3000000,3,11,17
2011-10-03T14:34:20.454292,1800,49.0065758,8.4892577,121967,-6435.8000000,-6875.5000000,144.3000000,3,11,18
2011-10-03T14:34:20.554292,1900,49.0065703,8.4892479,121951,-6088.6000000,-7150.8000000,144.1000000,3,11,19
2011-10-03T14:34:20.654292,2000,49.0065647,8.4892367,121937,-5705.8000000,-7424.9000000,121.8000000,3,11,20
2011-10-03T14:34:20.754292,2100,49.0065599,8.4892262,121926,-5352.6000000,-7664.2000000,102.7000000,3,11,21
2011-10-03T14:34:20.854292,2200,49.0065555,8.4892153,121914,-4996.2000000,-7907.5000000,110.5000000,3,11,22
2011-10-03T14:34:20.954292,2300,49.0065509,8.4892030,121903,-4624.3000000,-8164.1000000,89.5000000,3,11,23
2011-10-03T14:34:21.054292,2400,49.0065471,8.4891916,121899,-4263.6000000,-8388.9000000,35.8000000,3,11,24
2011-10-03T14:34:21.154292,2500,49.0065437,8.4891798,121897,-3909.1000000,-8588.7000000,30.4000000,3,11,25
2011-10-03T14:34:21.254292,2600,49.0065402,8.4891666,121889,-3553.7000000,-8790.0000000,59.2000000,3,11,26
2011-10-03T14:34:21.354292,2700,49.0065373,8.4891543,121885,-3246.3000000,-8985.7000000,42.4000000,3,11,27
2011-10-03T14:34:21.454292,2800,49.0065344,8.4891404,121883,-2922.5000000,-9184.3000000,14.7000000,3,11,28
2011-10-03T14:34:21.554292,2900,49.0065321,8.4891277,121880,-2631.5000000,-9330.2000000,33.8000000,3,11,29
2011-10-03T14:34:21.654292,3000,49.0065301,8.4891147,121871,-2354.5000000,-9454.0000000,85.6000000,3,11,30
2011-10-03T14:34:21.754292,3100,49.0065281,8.4891003,121864,-2018.9000000,-9596.8000000,63.4000000,3,11,31
2011-10-03T14:34:21.854292,3200,49.0065266,8.4890870,121861,-1715.6000000,-9750.9000000,29.9000000,3,11,32
2011-10-03T14:34:21.954292,3300,49.0065254,8.4890735,121859,-1433.5000000,-9909.5000000,22.4000000,3,11,33
2011-10-03T14:34:22.054292,3400,49.0065243,8.4890583,121856,-1137.4000000,-10081.4000000,22.8000000,3,11,34
2011-10-03T14:34:22.154292,3500,49.0065236,8.4890443,121851,-843.1000000,-10230.3000000,58.6000000,3,11,35
2011-10-03T14:34:22.254292,3600,49.0065231,8.4890287,121844,-501.5000000,-10378.0000000,60.4000000,3,11,36
2011-10-03T14:34:22.354292,3700,49.0065229,8.4890144,121838,-211.4000000,-10505.3000000,57.2000000,3,11,37
2011-10-03T14:34:22.454292,3800,49.0065230,8.4889998,121831,59.3000000,-10625.2000000,51.8000000,3,11,38
2011-10-03T14:34:22.554292,3900,49.0065234,8.4889837,121826,337.0000000,-10741.4000000,45.9000000,3,11,39
2011-10-03T14:34:22.654292,4000,49.0065239,8.4889689,121822,560.4000000,-10841.9000000,43.4000000,3,11,40
2011-10-03T14:34:22.754292,4100,49.0065246,8.4889540,121817,753.4000000,-10930.4000000,54.6000000,3,11,41
