pc_time,ts_ms,lat,lon,height_mm,velN,velE,velD,fixType,numSV,counter
2026-05-19T22:34:44.436313,14003,40.9239922,29.3149700,120560,23.0,12.0,-41.0,3,5,129
2026-05-19T22:34:44.580988,14103,40.9239922,29.3149700,120876,21.0,10.0,-45.0,3,5,130
2026-05-19T22:34:44.646549,14203,40.9239922,29.3149700,121061,30.0,7.0,-25.0,3,5,131
2026-05-19T22:34:44.789622,14303,40.9239960,29.3149700,121360,112.0,-38.0,-46.0,3,5,132
2026-05-19T22:34:44.837777,14403,40.9239960,29.3149700,121653,19.0,-47.0,-54.0,3,5,133
2026-05-19T22:34:44.986212,14503,40.9239960,29.3149700,121882,64.0,-68.0,-48.0,3,5,134
2026-05-19T22:34:45.045984,14603,40.9239960,29.3149700,122098,37.0,-22.0,-40.0,3,5,135
2026-05-19T22:34:45.110276,14703,40.9239960,29.3149700,122323,21.0,-46.0,-37.0,3,5,136
2026-05-19T22:34:45.237764,14803,40.9239960,29.3149700,122538,36.0,34.0,-34.0,3,5,137
2026-05-19T22:34:45.317667,14903,40.9239960,29.3149700,122797,-28.0,-39.0,-41.0,3,5,138
2026-05-19T22:34:45.460468,15003,40.9239960,29.3149700,123073,26.0,53.0,-50.0,3,5,139
2026-05-19T22:34:45.518038,15103,40.9239960,29.3149700,123269,38.0,-18.0,-33.0,3,5,140
2026-05-19T22:34:45.659026,15203,40.9239960,29.3149700,123551,47.0,-47.0,-50.0,3,5,141
2026-05-19T22:34:45.716037,15303,40.9239960,29.3149700,123738,-31.0,48.0,-41.0,3,5,142
2026-05-19T22:34:45.859173,15403,40.9239960,29.3149700,123938,-23.0,-18.0,-46.0,3,5,143
2026-05-19T22:34:45.923167,15503,40.9239960,29.3149700,124061,-19.0,-8.0,-25.0,3,5,144
2026-05-19T22:34:46.050763,15603,40.9239960,29.3149700,124211,-8.0,18.0,-37.0,3,5,145
2026-05-19T22:34:46.130197,15703,40.9239960,29.3149700,124376,3.0,17.0,-46.0,3,5,146
