pc_time,ts_ms,gyroX,gyroY,gyroZ,accelX,accelY,accelZ
2011-10-03T14:57:27.036448,0,-0.054319,0.020160,-0.022819,-0.008976,-0.024732,1.005429
2011-10-03T14:57:27.046448,10,-0.049355,0.028851,-0.021732,-0.009468,-0.024756,1.004803
2011-10-03T14:57:27.056448,20,-0.044391,0.037543,-0.020646,-0.009960,-0.024780,1.004177
2011-10-03T14:57:27.066448,30,-0.039427,0.046235,-0.019559,-0.010452,-0.024804,1.003551
2011-10-03T14:57:27.076448,40,-0.034462,0.054927,-0.018473,-0.010944,-0.024828,1.002925
2011-10-03T14:57:27.086448,50,-0.029498,0.063619,-0.017386,-0.011436,-0.024852,1.002299
2011-10-03T14:57:27.096448,60,-0.024534,0.072311,-0.016300,-0.011929,-0.024876,1.001673
2011-10-03T14:57:27.106448,70,-0.019570,0.081003,-0.015213,-0.012421,-0.024900,1.001047
2011-10-03T14:57:27.116448,80,-0.014606,0.089695,-0.014127,-0.012913,-0.024924,1.000421
2011-10-03T14:57:27.126448,90,-0.009642,0.098387,-0.013040,-0.013405,-0.024948,0.999795
2011-10-03T14:57:27.136448,100,-0.004678,0.107078,-0.011954,-0.013897,-0.024972,0.999169
2011-10-03T14:57:27.146448,110,0.000286,0.115770,-0.010867,-0.014389,-0.024997,0.998543
2011-10-03T14:57:27.156448,120,-0.011663,0.111594,-0.003166,-0.014766,-0.024846,0.998662
2011-10-03T14:57:27.166448,130,-0.023899,0.107200,0.004647,-0.015140,-0.024692,0.998793
2011-10-03T14:57:27.176448,140,-0.036136,0.102805,0.012460,-0.015514,-0.024538,0.998925
2011-10-03T14:57:27.186448,150,-0.048372,0.098411,0.020273,-0.015888,-0.024384,0.999056
2011-10-03T14:57:27.196448,160,-0.060609,0.094016,0.028087,-0.016262,-0.024230,0.999188
2011-10-03T14:57:27.206448,170,-0.072846,0.089622,0.035900,-0.016636,-0.024076,0.999319
2011-10-03T14:57:27.216448,180,-0.085082,0.085227,0.043713,-0.017010,-0.023923,0.999451
2011-10-03T14:57:27.226448,190,-0.097319,0.080832,0.051526,-0.017385,-0.023769,0.999583
2011-10-03T14:57:27.236448,200,-0.109555,0.076438,0.059340,-0.017759,-0.023615,0.999714
2011-10-03T14:57:27.246448,210,-0.121557,0.071770,0.066952,-0.018128,-0.023466,0.999839
2011-10-03T14:57:27.256448,220,-0.112281,0.042243,0.056345,-0.018094,-0.023735,0.999390
2011-10-03T14:57:27.266448,230,-0.103006,0.012717,0.045738,-0.018060,-0.024005,0.998942
2011-10-03T14:57:27.276448,240,-0.093730,-0.016810,0.035130,-0.018026,-0.024275,0.998493
2011-10-03T14:57:27.286448,250,-0.084454,-0.046336,0.024523,-0.017992,-0.024544,0.998044
2011-10-03T14:57:27.296448,260,-0.075178,-0.075863,0.013916,-0.017958,-0.024814,0.997595
2011-10-03T14:57:27.306448,270,-0.065902,-0.105390,0.003308,-0.017924,-0.025084,0.997146
2011-10-03T14:57:27.316448,280,-0.056626,-0.134916,-0.007299,-0.017890,-0.025353,0.996697
2011-10-03T14:57:27.326448,290,-0.047350,-0.164443,-0.017906,-0.017855,-0.025623,0.996249
