pc_time,ts_ms,lat,lon,height_mm,velN,velE,velD,fixType,numSV,counter
2011-09-26T13:21:35.132661,0,49.0434945,8.4404392,113296,7101.8000000,-8352.0000000,68.8000000,3,8,0
2011-09-26T13:21:35.232661,100,49.0435016,8.4404264,113270,7189.5000000,-8437.6000000,71.7000000,3,8,1
2011-09-26T13:21:35.332661,200,49.0435081,8.4404148,113246,7269.5000000,-8512.6000000,53.4000000,3,8,2
2011-09-26T13:21:35.432661,300,49.0435147,8.4404031,113219,7345.0000000,-8581.3000000,56.7000000,3,8,3
2011-09-26T13:21:35.532661,400,49.0435221,8.4403901,113198,7421.5000000,-8657.4000000,72.9000000,3,8,4
2011-09-26T13:21:35.632661,500,49.0435288,8.4403782,113174,7487.6000000,-8728.6000000,91.9000000,3,8,5
2011-09-26T13:21:35.732661,600,49.0435363,8.4403649,113151,7549.4000000,-8813.4000000,100.1000000,3,8,6
2011-09-26T13:21:35.832661,700,49.0435432,8.4403529,113122,7610.3000000,-8888.0000000,94.0000000,3,8,7
2011-09-26T13:21:35.932661,800,49.0435502,8.4403407,113100,7679.9000000,-8961.5000000,88.8000000,3,8,8
2011-09-26T13:21:36.032661,900,49.0435572,8.4403284,113083,7753.6000000,-9037.0000000,56.8000000,3,8,9
2011-09-26T13:21:36.132661,1000,49.0435651,8.4403148,113065,7826.3000000,-9121.9000000,45.2000000,3,8,10
2011-09-26T13:21:36.232661,1100,49.0435722,8.4403023,113050,7886.1000000,-9206.3000000,43.5000000,3,8,11
2011-09-26T13:21:36.332661,1200,49.0435801,8.4402884,113033,7965.1000000,-9299.9000000,30.5000000,3,7,12
2011-09-26T13:21:36.432661,1300,49.0435874,8.4402757,113023,8035.4000000,-9387.6000000,17.3000000,3,7,13
2011-09-26T13:21:36.532661,1400,49.0435947,8.4402627,113023,8106.1000000,-9472.4000000,23.5000000,3,7,14
2011-09-26T13:21:36.632661,1500,49.0436029,8.4402483,113023,8184.1000000,-9567.4000000,29.6000000,3,7,15
2011-09-26T13:21:36.732661,1600,49.0436105,8.4402351,113008,8260.2000000,-9653.1000000,29.0000000,3,7,16
2011-09-26T13:21:36.832661,1700,49.0436180,8.4402217,112996,8334.9000000,-9739.6000000,24.4000000,3,7,17
2011-09-26T13:21:36.932661,1800,49.0436264,8.4402069,112983,8414.8000000,-9837.8000000,26.7000000,3,7,18
2011-09-26T13:21:37.032661,1900,49.0436341,8.4401932,112976,8484.5000000,-9929.8000000,36.7000000,3,7,19
2011-09-26T13:21:37.132661,2000,49.0436418,8.4401795,112973,8553.3000000,-10024.4000000,47.5000000,3,7,20
2011-09-26T13:21:37.232661,2100,49.0436504,8.4401642,112965,8633.4000000,-10123.8000000,52.3000000,3,7,21
2011-09-26T13:21:37.332661,2200,49.0436581,8.4401502,112952,8707.1000000,-10212.3000000,57.7000000,3,7,22
2011-09-26T13:21:37.432661,2300,49.0436658,8.4401360,112940,8778.9000000,-10303.7000000,58.4000000,3,7,23
2011-09-26T13:21:37.532661,2400,49.0436745,8.4401203,112930,8859.0000000,-10404.1000000,53.3000000,3,7,24
2011-09-26T13:21:37.632661,2500,49.0436824,8.4401060,112917,8933.2000000,-10498.0000000,49.7000000,3,7,25
2011-09-26T13:21:37.732661,2600,49.0436912,8.4400902,112906,9016.9000000,-10596.8000000,49.1000000,3,6,26
2011-09-26T13:21:37.832661,2700,49.0436990,8.4400756,112909,9092.2000000,-10683.3000000,53.8000000,3,6,27
2011-09-26T13:21:37.932661,2800,49.0437070,8.4400609,112908,9166.7000000,-10768.1000000,57.2000000,3,6,28
2011-09-26T13:21:38.032661,2900,49.0437159,8.4400445,112907,9254.2000000,-10857.7000000,59.1000000,3,6,29
2011-09-26T13:21:38.132661,3000,49.0437241,8.4400296,112903,9327.6000000,-10932.0000000,65.0000000,3,6,30
2011-09-26T13:21:38.232661,3100,49.0437324,8.4400146,112897,9389.9000000,-10998.8000000,69.0000000,3,7,31
2011-09-26T13:21:38.332661,3200,49.0437417,8.4399979,112895,9446.2000000,-11060.2000000,60.9000000,3,7,32
2011-09-26T13:21:38.432661,3300,49.0437501,8.4399827,112894,9484.5000000,-11116.7000000,43.3000000,3,7,33
